Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
185571,AE1267OX,3.37,70.00,70.00,0.00,21-05-2021 00:01,"СПА-салон Смарагд Сіаму (вул. Маршала Тимошенка, 19)  - Кульженків Сім’ї вулиця, 33 ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,22.55,191.00,191.00,0.00,20-05-2021 23:56,"Супермаркет АТБ (ул. Маршала Тимошенко, 29Б)  - Правды проспект, 92  - Бударина улица (ЖК Чайка), 2/1 ",Выполнен,Оплата наличными,Оплата наличными,
82131,AE0439OM,25.73,241.00,241.00,0.00,20-05-2021 23:46,"Аэропорт Борисполь, Терминал Д  - Шумского Юрия улица, 10 ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,4.71,81.00,81.00,0.00,20-05-2021 23:45,"Автосалон Италмоторс Украина (FIAT) (Хвойки Викентия улица, 15/15)  - Оболонский проспект, 16А ",Выполнен,Оплата наличными,Оплата наличными,
173746,AE4769OX,27.08,260.00,0.00,260.00,20-05-2021 23:24,"Бирюкова Леонида бульвар (Буча), 2  - Нежинская улица, 7 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,22.07,206.00,0.00,206.00,20-05-2021 23:23," проспект Степана Бандери ,30  - вул. Боголюбова, 39 ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,9.95,104.00,104.00,0.00,20-05-2021 23:13,"Белецкого Академика улица, 5А  - Тульчинская улица, 7 ",Выполнен,Оплата наличными,Оплата наличными,
118187,AE7549OE,10.83,95.00,0.00,95.00,20-05-2021 22:52,"Туполєва Академіка вулиця, 13А  - Юнкерова Миколи вулиця (Пуща-Водиця), 105 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,7.92,92.00,74.00,18.00,20-05-2021 22:42,"вулиця Марка Черемшини, 19  - Бальзака Оноре Де улица, 82 ",Выполнен,Смешанная оплата,Смешанная оплата,5
151808,AE0193OI,8.67,81.00,81.00,0.00,20-05-2021 22:31,"Григоренка Петра проспект, 18А  - Бойчука Михаила улица, 12А ",Выполнен,Оплата наличными,Оплата наличными,
72523,AE8902OT,2.86,68.00,68.00,0.00,20-05-2021 22:21,"Ресторан Бохо (вул. Федорова, 4)  - Леси Украинки бульвар, 7Б ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,34.25,446.00,446.00,0.00,20-05-2021 22:13,"Лютеранская улица, 11Б  - Аэропорт Борисполь, Терминал Д ",Выполнен,Оплата наличными,Оплата наличными,
101768,AE2982OA,15.46,172.00,172.00,0.00,20-05-2021 22:11,"Новая Почта №150 (ул. Антоновича, 43)  - Жулянская улица (Софиевская Борщаговка), 94 ",Выполнен,Оплата наличными,Оплата наличными,5
184077,AE3690PB,9.73,157.00,0.00,157.00,20-05-2021 22:10,"Пушкинская улица, 36  - Ломоносова улица, 46/1 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,23.59,175.00,0.00,175.00,20-05-2021 21:54,"Березняковская улица, 22  - Боголюбова улица (Софиевская Борщаговка), 18 ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,23.92,184.00,0.00,184.00,20-05-2021 21:51,"Трублаїні вулиця, 67  - Івана Франка вулиця, 2  - Перова бульвар, 9В ",Выполнен,Безналичная оплата,На баланс,5
184077,AE3690PB,4.47,100.00,100.00,0.00,20-05-2021 21:47,"ЭКО макрет (ул. Вадима Гетьмана, 46Б)  - Шаповала улица, 2Т ",Выполнен,Оплата наличными,Оплата наличными,5
173746,AE4769OX,16.23,155.00,155.00,0.00,20-05-2021 21:41,"вулиця Підлісна  - Павленка вулиця (Ірпінь), 35 ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,7.56,75.00,0.00,75.00,20-05-2021 21:34,"Гмыри Бориса улица, 16А  - Бучмы Амвросия улица, 6В ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,4.89,85.00,0.00,85.00,20-05-2021 21:25,"Владимирская улица, 24  - Иоанна Павла II улица, 11 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,2.07,45.00,45.00,0.00,20-05-2021 21:24,"Бажана Миколи проспект, 1К  - Гмыри Бориса улица, 16 ",Выполнен,Оплата наличными,Оплата наличными,
184077,AE3690PB,8.19,100.00,100.00,0.00,20-05-2021 21:23,"Прорезная улица, 16/2  - Машиностроительная улица, 41 ",Выполнен,Оплата наличными,Оплата наличными,
184077,AE3690PB,9.63,123.00,0.00,123.00,20-05-2021 20:51,"Героев Сталинграда проспект, 12Д  - Метро Льва Толстого ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,3.37,50.00,50.00,0.00,20-05-2021 20:47,"Ахматовой Анны улица, 5  - проспект Миколи Бажана, 7Б ",Выполнен,Оплата наличными,Оплата наличными,
184077,AE3690PB,11.10,110.00,110.00,0.00,20-05-2021 20:08,"Паб Таранка, Taranka Craft beer Dry fish (ул. Большая Васильковская, 63)  - Иорданская улица, 9В ",Выполнен,Оплата наличными,Оплата наличными,
159401,AE9588OP,15.85,164.00,0.00,164.00,20-05-2021 19:59,"Budindustrii street, 5  - Печерського Феодосія вулиця (Ходосівка), 41 ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,10.82,97.00,0.00,97.00,20-05-2021 19:47,"Протасів Яр вулиця, 2Д  - Заболотного Академіка вулиця, 126/1 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,8.09,93.00,0.00,93.00,20-05-2021 19:21,"Оболонський проспект, 34В  - Телиги Елены улица, 39А ",Выполнен,Безналичная оплата,На баланс,5
184077,AE3690PB,14.04,120.00,0.00,120.00,20-05-2021 19:13,"Poryka Vasylia avenue, 7  - Bozhenka street, 48 ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,24.40,182.00,182.00,0.00,20-05-2021 19:04,"Гостиница Тиса (ул. Большая Окружная, 4Б)  - Елены Пчелки улица, 8 ",Выполнен,Оплата наличными,Оплата наличными,
101768,AE2982OA,4.69,120.00,0.00,120.00,20-05-2021 19:01,"Супермаркет Билла (Львовская пл. 8Б)  - Патриарха Мстислава Скрыпника улица, 60 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,11.36,190.00,0.00,190.00,20-05-2021 18:23,"Желябова улица, 2/3  - Оболонский проспект, 34Б ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,9.65,125.00,0.00,125.00,20-05-2021 18:20,"Супермаркет Новус (вул. Дніпровська Набережна, 17А)  - Предславинская улица, 21/23 ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,3.93,169.00,169.00,0.00,20-05-2021 17:56,"Velyka Vasylkivska street, 94  - Саксаганского улица, 131А  - Бульварно-Кудрявская улица, 21 ",Выполнен,Оплата наличными,Оплата наличными,5
184077,AE3690PB,9.31,159.00,159.00,0.00,20-05-2021 17:53,"Бехтерєвський провулок, 13  - Межова вулиця, 24 ",Выполнен,Оплата наличными,Оплата наличными,
191232,AE1173OX,8.43,87.00,87.00,0.00,20-05-2021 17:51,"Оболонський проспект, 15  - Парково-Сырецкая улица, 12Г ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,15.02,125.00,0.00,125.00,20-05-2021 17:11,"Гонгадзе Георгія проспект, 32Б  - Амосова Миколи вулиця, 4 ",Выполнен,Безналичная оплата,На баланс,
183904,AE0694PA,30.10,268.00,268.00,0.00,20-05-2021 16:41,"Ресторан Руккола (ул. Большая Васильковская, 57/3)  - Винниченко Владимира улица, 14  - Симоненка вулиця (Бровари), 107Б ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,3.96,89.00,89.00,0.00,20-05-2021 16:32,"Ресторан Одесса (ул. Большая Васильковская, 114)  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,20.37,187.00,0.00,187.00,20-05-2021 16:31,"Мира улица (Петропавловская Борщаговка), 11А  - Оболонский проспект, 14 ",Выполнен,Безналичная оплата,На баланс,5
72523,AE8902OT,3.24,77.00,77.00,0.00,20-05-2021 16:13,"Глыбочицкий проезд, 4  - Вокзальная площадь, 1 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,14.92,130.00,0.00,130.00,20-05-2021 15:54,"Кибальчича Николая улица, 14  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Выполнен,Безналичная оплата,На баланс,5
118187,AE7549OE,6.82,94.00,0.00,94.00,20-05-2021 15:43,"Гетьмана Вадима вулиця, 22  - Антоновича Владимира улица, 4/6 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,20.43,179.00,179.00,0.00,20-05-2021 15:42,"Колоса Сергея улица (Жуляны), 45/2  - Порика Василия проспект, 11А ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,3.10,63.00,0.00,63.00,20-05-2021 15:29,"Леси Украинки бульвар, 21Г  - Tiutiunnyka street, 51/1А ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,26.10,193.00,0.00,193.00,20-05-2021 15:19,"Градинская улица, 7  - Борщаговская улица (Петропавловская Борщаговка), 28А ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,16.24,131.00,131.00,0.00,20-05-2021 15:03,"Радунская улица, 9Б  - Липинского улица, 8 ",Выполнен,Оплата наличными,Оплата наличными,
184077,AE3690PB,20.80,168.00,0.00,168.00,20-05-2021 14:54,"Ресторан Хачапурі і Вино (просп. Глушкова Академіка, 13Б)  - Центральний Будинок художника (вул. Січових Стрільців, 1-5)  - Польова вулиця, 21 ",Выполнен,Безналичная оплата,На баланс,1
74715,AE8901OT,5.43,75.00,75.00,0.00,20-05-2021 14:50,"Михайловский переулок, 9Б  - Леси Украинки бульвар, 23А ",Выполнен,Оплата наличными,Оплата наличными,5
75119,AE3864MC,6.36,81.00,0.00,81.00,20-05-2021 14:45,"Феодосійська вулиця, 2Л  - Освіти вулиця, 14А ",Выполнен,Безналичная оплата,На баланс,4
191232,AE1173OX,23.10,173.00,0.00,173.00,20-05-2021 14:19,"Героїв Космосу вулиця, 4  - Кіностудія Фільм, Film.ua (вул. Закревського Миколи, 22) ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,2.84,90.00,0.00,90.00,20-05-2021 14:15,"Жилянская улица, 56  - Патриарха Мстислава Скрыпника улица, 40 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,12.00,104.00,104.00,0.00,20-05-2021 14:14,"Щекавицкая улица, 9А  - Максимовича Михаила улица, 28Б ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,33.79,256.00,256.00,0.00,20-05-2021 14:03,"вулиця Симиренка, 5  - Единства улица (Крюковщина), 5  - Крайняя улица, 1 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,21.50,176.00,0.00,176.00,20-05-2021 13:47,"Новополевая улица, 2  - Бальзака Оноре Де улица, 85 ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,6.93,113.00,0.00,113.00,20-05-2021 13:32,"Машиностроительная улица, 41  - Стадионная улица, 6 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,14.99,123.00,123.00,0.00,20-05-2021 13:01,"Малиновского Маршала улица, 5  - Чаадаева Петра улица, 2В ",Выполнен,Оплата наличными,Оплата наличными,
101768,AE2982OA,4.44,77.00,0.00,77.00,20-05-2021 12:58,"Вацлава Гавела бульвар, 6В  - ТЦ Більшовик (вул. Вадима Гетьмана, 6) ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX20-05-2021 12:48,"площа Героїв Великої Вітчизняної Війни  - Вышгородская улица, 12 ",Отменен,Оплата наличными,Оплата наличными,
101768,AE2982OA,8.26,124.00,0.00,124.00,20-05-2021 12:02,"Скляренка Семена вулиця, 19  - Політехнічний провулок, 1/33 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,10.84,130.00,130.00,0.00,20-05-2021 11:53,"Ахматовой Анны улица, 39А  - Бизнес Центр Парус (ул. Мечникова, 2) ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA20-05-2021 11:47,"Телиги Елены улица, 12Б  - Кропивницкого улица, 10 ",Отменен,Оплата наличными,Оплата наличными,
74715,AE8901OT,4.45,90.00,90.00,0.00,20-05-2021 11:42,"Шаповала улица, 2А  - Прорезная улица, 4 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,18.94,147.00,0.00,147.00,20-05-2021 11:39,"Ахматової Анни вулиця, 32  - Малиновского Маршала улица, 13А ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,5.46,100.00,100.00,0.00,20-05-2021 11:25,"ТЦ Мармелад (ул. Борщаговская, 154)  - Рылеева улица, 25 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,3.94,55.00,55.00,0.00,20-05-2021 11:01,"Новая Почта №24 (Белорусская ул. 28А)  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,15.10,148.00,148.00,0.00,20-05-2021 10:58,"Хомова Ярослава переулок, 1А  - Urlivska street, 10А ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,13.51,114.00,0.00,114.00,20-05-2021 10:51,"Компания Skrypin.ua (Льва Толстого ул. 47/107)  - Ахматовой Анны улица, 22 ",Выполнен,Безналичная оплата,На баланс,5
184077,AE3690PB,11.72,140.00,0.00,140.00,20-05-2021 10:40,"Клавдиевская улица, 40Д  - Клиника ISIDA (бульв. Гавела Вацлава, 65) ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,9.60,170.00,170.00,0.00,20-05-2021 10:28,"Вышгородская улица, 45  - Гетьмана Вадима улица, 1Б ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA20-05-2021 10:22,"Данченко улица, 30  - Богдана Хмельницкого улица, 17/52 ",Отменен,Безналичная оплата,На баланс,5
75119,AE3864MC,7.73,144.00,0.00,144.00,20-05-2021 10:12,"Смілянська вулиця, 15  - Голосіївський проспект, 11 ",Выполнен,Безналичная оплата,На баланс,5
118187,AE7549OE,19.47,170.00,170.00,0.00,20-05-2021 10:01,"Ленина улица (Горенка), 83  - Бизнес центр Форум (ул. Пимоненко, 13) ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,8.62,132.00,132.00,0.00,20-05-2021 09:47,"Дегтярівська вулиця, 60Б  - ТЦ Дрім Таун 1, Dream Town 1 (зі сторони М Оболонь, просп. Оболонський, 1Б) ",Выполнен,Оплата наличными,Оплата наличными,5
184077,AE3690PB,12.94,149.00,149.00,0.00,20-05-2021 09:41,"Кондратюка Юрия улица, 5  - Супермаркет Агромат(ул.Академика Булаховкого 2/1) ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,15.35,250.00,250.00,0.00,20-05-2021 09:31,"Жулянская улица (Крюковщина), 1В  - Ресторан Доминос (ул. Ильенко Юрия, 83Д) ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,16.53,242.00,0.00,242.00,20-05-2021 09:23,"Григоровича-Барского улица, 7  - Вишгородська вулиця, 45 ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA20-05-2021 09:22,"вулиця Симиренка, 22Б  - Курбаса Леся проспект, 18В  - Чоколовский бульвар, 20 ",Отменен,Оплата наличными,Оплата наличными,
191232,AE1173OX,11.16,185.00,185.00,0.00,20-05-2021 09:08,ТРЦ Ретровиль Выход №1 (Правды просп. 47)  - Железнодорожный вокзал Центральный ,Выполнен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,23.22,192.00,192.00,0.00,20-05-2021 09:00,"Бульварная улица (Боярка), 68  - Ресторан Libeerty (Большая Васильковская ул. 64) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,16.82,200.00,0.00,200.00,20-05-2021 08:53,"Наумова Генерала улица, 23в  - Гринченко Николая улица, 2/1 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,6.85,103.00,103.00,0.00,20-05-2021 08:48,"Щусева Академика улица, 12А  - ТРЦ Ретровиль Выход №7 (Правды просп. 47) ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,13.43,184.00,184.00,0.00,20-05-2021 08:34,"вул. Квіткова, 113  - Гузара Любомира проспект, 17 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,35.11,390.00,390.00,0.00,20-05-2021 08:28,"Рынок Оптовый (Вокзальная ул. 1)  - Аэропорт Борисполь, Терминал Д ",Выполнен,Оплата наличными,Оплата наличными,
82131,AE0439OM20-05-2021 08:26,"Вокзальная улица, 2  - Петра Болбачана улица, 8 ",Отменен,Оплата наличными,Оплата наличными,
75094,AE8912OT,11.99,144.00,144.00,0.00,20-05-2021 07:39,"Правды проспект, 5А  - Зализняка Максима улица, 3 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,15.71,144.00,144.00,0.00,20-05-2021 06:50,"вулиця Михайла Ломоносова, 50/2  - Сирецька вулиця, 9Б ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,4.98,60.00,0.00,60.00,20-05-2021 06:22,"Амосова улица, 4  - Вокзал Київ-Пасажирський (Вокзальна площа, 1) ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,6.77,76.00,76.00,0.00,20-05-2021 05:59,"Вишневая улица (Крюковщина), 25  - Рынок Столичный овощной (Кольцевая дорога, 110А) ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,23.43,236.00,236.00,0.00,20-05-2021 05:21,"вулиця Шолуденка, 319 (Вишгород)  - Антоновича Владимира улица, 131 ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,10.95,108.00,108.00,0.00,20-05-2021 01:42,"Метро Минская (в сторону М Героев Днепра)  - ЖК Ярославичи 2 (ул. Кургузова, 11В) ",Выполнен,Оплата наличными,Оплата наличными,
82131,AE0439OM,33.67,262.00,262.00,0.00,20-05-2021 01:17,"Паркинг 3 этаж  - Владимирская улица, 51/53 ",Выполнен,Оплата наличными,Оплата наличными,3
185571,AE1267OX,17.38,155.00,0.00,155.00,20-05-2021 01:09,"Науки проспект, 41/1  - Тимошенка Маршала вулиця, 13 ",Выполнен,Безналичная оплата,На баланс,
189562,AE4780OX,29.87,255.00,255.00,0.00,20-05-2021 00:26,"Бориспольская улица, 23А  - Мира улица (Софиевская Борщаговка), 27 ",Выполнен,Оплата наличными,Оплата наличными,
82131,AE0439OM,33.94,364.00,0.00,364.00,19-05-2021 23:45,"Ольгинская улица, 2  - Аэропорт Борисполь, Терминал Д ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,2.91,47.00,47.00,0.00,19-05-2021 23:27,"вулиця Академіка Єфремова  - Олевская улица, 5 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,3.49,99.00,99.00,0.00,19-05-2021 23:10,"Прорезная улица, 4  - Димитрова улица (Деловая улица), 1/2 ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,9.57,101.00,0.00,101.00,19-05-2021 23:08,"Гречко Маршала улица, 24Б  - Ефремова Академика улица, 21 ",Выполнен,Безналичная оплата,На баланс,
189562,AE4780OX,47.83,341.00,341.00,0.00,19-05-2021 23:07,"Полесский переулок, 7/1  - Гостиница Оселя (ул. Каменяров, 11)  - Клуб Форсаж (ул. Гарматная, 51А)  - Полесский переулок, 7/1 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX19-05-2021 23:02,"Софиевский переулок (Петропавловская Борщаговка), 26  - Львовская улица (Петропавловская Борщаговка), 1А ",Отменен,Безналичная оплата,На баланс,5
75094,AE8912OT,6.36,72.00,72.00,0.00,19-05-2021 22:59,"Магазин Рошен (ул. Семашко, 9/1)  - Авиаторов улица (Петропавловская Борщаговка), 53 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT19-05-2021 22:56,"Козелецкая улица, 24Ж  - Ломоносова улица, 18А ",Отменен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,3.39,108.00,108.00,0.00,19-05-2021 22:31,"Лютеранська вулиця, 2  - Ярославів Вал вулиця, 19/31 ",Выполнен,Оплата наличными,Оплата наличными,3
185571,AE1267OX,13.19,112.00,0.00,112.00,19-05-2021 22:21,"Федьковича переулок, 1  - Тираспольская улица, 58 ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,7.06,73.00,73.00,0.00,19-05-2021 22:04,"Парково-Сырецкая улица, 9  - Метро Академгородок (в сторону Берковец) ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,16.17,161.00,0.00,161.00,19-05-2021 22:01,"Владимирская улица, 51/53  - Одеська вулиця (Крюківщина), 24 ",Выполнен,Безналичная оплата,На баланс,2
184596,AE1268OX,25.24,182.00,0.00,182.00,19-05-2021 21:51,"Каштановая улица, 13  - Кошевая улица (Софиевская Борщаговка), 79 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX19-05-2021 21:34,"Кинотеатр Мультиплекс, Multiplex ТРЦ Комод (ул. Шептицкого Андрея, 4А)  - Татарська вулиця, 3/2  - Тулузи вулиця, 3Б ",Отменен,Безналичная оплата,На карту,5
185571,AE1267OX,15.43,140.00,0.00,140.00,19-05-2021 21:30,"Литинская улица, 1А  - Демеевский переулок, 7 ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,8.49,82.00,82.00,0.00,19-05-2021 21:27,"Максимовича Михаила улица, 24  - ТЦ Мармелад (ул. Борщаговская, 154) ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,5.67,69.00,69.00,0.00,19-05-2021 21:10,"вулиця Гната Хоткевича, 1  - Остерский переулок, 11 ",Выполнен,Оплата наличными,Оплата наличными,
118187,AE7549OE,7.16,80.00,0.00,80.00,19-05-2021 20:54,"Волошковая улица (Петропавловская Борщаговка), 1  - Котельникова Михаила улица, 11 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,4.40,100.00,100.00,0.00,19-05-2021 20:53,"Ресторан Милый Августин (ул.Красноармейская 18)  - Ресторан Царское село (ул. Лаврская, 22) ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,10.16,100.00,0.00,100.00,19-05-2021 20:37,"вулиця Марини Цвєтаєвої, 10  - проспект Юрія Гагаріна, 9 ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,3.78,80.00,80.00,0.00,19-05-2021 20:17,"Ресторан Ой мама, это было в Тбилиси (ул. Саксаганского, 109/20)  - Липковского улица, 37В ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,13.85,116.00,0.00,116.00,19-05-2021 20:14,"Салютная улица, 2Б/1  - Максимовича Михаила улица, 28Б ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,3.07,74.00,0.00,74.00,19-05-2021 20:10,"Льва Толстого улица, 10  - ЖК Изумрудный (ул. Шаповала Генерала, 2) ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,11.57,101.00,101.00,0.00,19-05-2021 19:54,"Оболонская набережная улица, 15  - Маяковского Владимира проспект, 68 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,18.35,203.00,0.00,203.00,19-05-2021 19:49,"Борщаговская улица, 145  - Матеюка Миколи вулиця, 2А ",Выполнен,Безналичная оплата,На баланс,5
100283,AE0428OM,7.25,90.00,90.00,0.00,19-05-2021 19:35,"Рыбальская улица, 22  - Канальная улица, 1 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,14.18,196.00,0.00,196.00,19-05-2021 18:30,"Ресторан Суши Wok (Васильковская ул. 4А)  - Киприанова Академика улица, 2 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,14.43,180.00,0.00,180.00,19-05-2021 18:28,"Тычины Павла проспект, 1В  - Гетьмана Вадима улица, 4А ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT19-05-2021 18:27,"Леси Украинки бульвар, 34  - Пулюя улица, 2 ",Отменен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,9.64,163.00,163.00,0.00,19-05-2021 18:27,"Белорусская улица, 23  - Архипенко Александра улица, 5 ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,36.91,312.00,297.00,15.00,19-05-2021 18:24,"Жеваги улица (Козин), 10  - Амосова улица (Святопетровское), 66 ",Выполнен,Смешанная оплата,Смешанная оплата,
191232,AE1173OX,8.31,179.00,0.00,179.00,19-05-2021 18:01,"Шутова Полковника улица, 16  - Ресторан Фридом Холл (ул. Кирилловская, 134) ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,6.69,79.00,79.00,0.00,19-05-2021 17:55,"Компания Укрфлора (ул. Салютная, 2Б)  - Коперника улица, 16 ",Выполнен,Оплата наличными,Оплата наличными,
101768,AE2982OA,5.41,181.00,0.00,181.00,19-05-2021 17:46,"проспект Космонавта Комарова, 1К9  - Метро Политехнический Институт (в сторону Центра) ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,17.89,150.00,150.00,0.00,19-05-2021 17:08,"Озерная улица (Петропавловская Борщаговка), 10  - Дружбы Народов бульвар, 6Б ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,14.83,266.00,266.00,0.00,19-05-2021 16:52,"Больница N2 Соломенского р-на (Краснозвездный проспект, 2)  - ТРЦ Океан Плаза, Ocean Plaza (ул. Антоновича, 176)  - Здолбуновская улица, 7ДкЗ  - Гришка Михайла вулиця, 4 ",Выполнен,Оплата наличными,Оплата наличными,
191232,AE1173OX,19.79,161.00,161.00,0.00,19-05-2021 16:38,"Ахматовой Анны улица, 13Е  - Василенко Николая улица, 4 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,34.15,360.00,0.00,360.00,19-05-2021 16:30,"Спортклуб Спорт ап (ул. Довженко Александра, 3)  - Ханский переулок (Козин), 7 ",Выполнен,Безналичная оплата,На баланс,
82131,AE0439OM,10.63,159.00,159.00,0.00,19-05-2021 16:16,"Супермаркет Новус (ул. Григоренко, 18)  - ЖК Престиж Холл (ул. Тютюнника Василия, 37/1) ",Выполнен,Оплата наличными,Оплата наличными,
75094,AE8912OT,12.74,147.00,147.00,0.00,19-05-2021 16:05,"Смелянская улица, 1  - Чернобыльская улица, 11 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,2.57,74.00,0.00,74.00,19-05-2021 15:51,"Курбаса Леся проспект, 3А  - Королева Академика проспект, 12М ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,9.91,110.00,110.00,0.00,19-05-2021 15:43,"Заболотного Академика улица, 11  - Волынская улица, 48/50 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,14.83,158.00,158.00,0.00,19-05-2021 15:38,"Метро Университет  - Кафе Drive (просп. Бажана Николая, 1Т) ",Выполнен,Оплата наличными,Оплата наличными,5
72523,AE8902OT,3.10,50.00,50.00,0.00,19-05-2021 15:12,"Юношеская улица (Новобеличи), 25  - Спортзал Наука Спорт (Вернадского академика бульвар, 32) ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,11.03,97.00,97.00,0.00,19-05-2021 15:12,"Палладина Академика проспект, 13  - Спортзал ЦСК (Воздухофлотский проспект, 2) ",Выполнен,Оплата наличными,Оплата наличными,
